comment_id,video_title,comment_text,author_name,published_at,like_count,reply_count
"Ugwws0zq5wbbcGM9BWZ4AaABAg","What is the Best Laser Cutter and Engraver for You?","Can you use the ortur engraving 15w machine for brass and stainless steel metals?","@NIYA424","2020-12-27T21:44:20",0,0
"UgxCgWKxEkSAmmWxHCJ4AaABAg","I Sent Baby Yoda to Space (sort of....)","Why not use hydrogen (hydrochloride acid and aluminium).","@HermannKerr","2020-12-27T19:18:32",0,0
"UgwTgyvxsDqcs8zEsyh4AaABAg","Is a 40W CO2 Laser Cutter Worth?  OM Tech K40 Review","We bought a k40 and can't figure out how to zero the laser in so we can get started.","@loridesirey2126","2020-12-27T06:27:39",0,0
"UgziyGtYTxAFcwQRzah4AaABAg","What is the Best Laser Cutter and Engraver for You?","Wow, u really spent your own money on your lazer??? Call me un-impressed. That,s how i have to buy stuff.","@rondumontier1187","2020-12-27T01:52:15",0,0
"Ugzh313R5lxnSolVooB4AaABAg","What is a 3D Laser Cutter?  Full Spectrum Muse 3D Review","I am looking into engraving brass dies for a wax seal stamp.  I understand that I need a fiber laser. Is that true, and what would be an entry level for a hobbyist? Thanks","@keithalbert8982","2020-12-26T21:20:22",1,0
"Ugws9vMDLv__O2ddlTl4AaABAg","The Worlds FASTEST Laser Engraver? Laserpecker Pro Review","Thanks! Interesting and very way to follow for a newbie. Have you hear of the Bussie? Apparently it’s $25 and looks like the one you test on this video. Seems to good to be true.","@zsantis3831","2020-12-26T01:47:19",0,1
"UgzEo1pBVXAq7E4pbcx4AaABAg","The Worlds FASTEST Laser Engraver? Laserpecker Pro Review","Shoulda kept the dino background to the white box surface hehe","@sorijin","2020-12-25T18:41:28",0,0
"UgwkuHeUNR_fEQuNNXt4AaABAg","Full Flight of Insta360 Weather Balloon Flight (Plus Fighter Jet Fly By!)","If you focus on the ground instead of the horizon, you will see an obvious distortion in several places on the lens, particularly at 2x speed. The fluctuation in the horizon is slight, but also apparent. The horizon does appear to have a curve later in the video, but the math is wrong on the curve based on the distance and current globe calculations, so we can assume that any fluctuating horizon is due to how the lens focuses the picture. The horizon is more steadily horizontal on the flight up, though again with slight fluctuating along the line. Another detail is that the horizon always stays at eye/lens level and never falls/curves away, indicating an ongoing plane (flat area) of Earth and not a rounded shape of Earth. Interesting to note is that there are no stars and there is no moon at this height.  To burn any assumptions, I'm neither a flat earther nor a round earther (nor any other shape earther). These items were interesting, so I thought to mention to them.","@tarawiselove","2020-12-25T15:59:06",3,2
"UgzvDsEHuOXDRj3tkHN4AaABAg","Is this the BEST budget Laser Engraver? Ortur Laser Master Engrave 2 Review","Why would I want to engrave paper? I have a printer","@mrrobvs","2020-12-25T04:21:04",0,0
"UgzZ-A93gBpBVe0CL0l4AaABAg","What is a 3D Laser Cutter?  Full Spectrum Muse 3D Review","Never heard of anyone calling a laser with a focusing head a ""3D laser"".  Sounds like marketing BS.","@jaredbrandt9602","2020-12-24T20:36:16",0,0
"UgwNhPApuwMsbCbBmWF4AaABAg","Is this the BEST budget Laser Engraver? Ortur Laser Master Engrave 2 Review","Probably a dumb question lol. I don’t know anything about laser engraving though😅 can you do different mediums? Like metals and wood? I really wanna do some custom zippo lighter designs 🤔","@LUCAS34246","2020-12-24T17:18:41",0,1
"UgzyXCXw4ddogo2e4-h4AaABAg","Is this the BEST budget Laser Engraver? Ortur Laser Master Engrave 2 Review","I wish that you would have shown the software that comes with the unit.  This isn't a true review because of that.","@TheGooseNibble","2020-12-24T17:09:31",0,0
"Ugwp0BsC0H5npiLp7854AaABAg","Is a 40W CO2 Laser Cutter Worth?  OM Tech K40 Review","Get version with ruda controller and ofcourse air assist","@darkokmet1884","2020-12-23T23:51:29",5,0
"UgwJl2UurEm9Vx-JqF54AaABAg","Is this the BEST budget Laser Engraver? Ortur Laser Master Engrave 2 Review","Would you recommend this product for engraving harder woods like walnut or maple?  Wondering how deep it would go, does it just depend on the amount of passes?  Would you be able to feel the engravement or is it more at a surface level?","@seankirkendall7031","2020-12-23T14:51:02",2,0
"UgxIUnIel6fOH3JSp_J4AaABAg","Is this the BEST budget Laser Engraver? Ortur Laser Master Engrave 2 Review","Does anyone have any recommendations for something a little bit more powerful maybe the next level up under $500?","@stevekuzmer9741","2020-12-23T06:32:31",4,1
"Ugw8D2qZxqWsEyC6Iil4AaABAg","What is the Best Laser Cutter and Engraver for You?","https://www.letsmarking.com/     anyone trued this EM-Smart model?","@smartem3647","2020-12-23T01:08:48",0,0
"UgxA2-Pdz-x420Z9mwx4AaABAg","What is the Best Laser Cutter and Engraver for You?","Can you send me a review of the moray laser by next wave??","@kevinudina9669","2020-12-22T22:55:41",1,0
"UgyEA29Gi-YeRBgfjwx4AaABAg","What can a $300 CNC do? - Ortur Aufero CNC Engraver Review","Thanks for your helpful review. Just ordered this machine from Gearbest as my entree into CNC technology.","@fayette202","2020-12-22T20:26:04",1,0
"UgzOvbevArre61mY8up4AaABAg","Is a 40W CO2 Laser Cutter Worth?  OM Tech K40 Review","Out of stock! Hopefully they’ll be available again soon.","@momx4kds","2020-12-22T15:56:39",3,2
"UgyAn8hPun6TSIHqSy94AaABAg","Is this the BEST budget Laser Engraver? Ortur Laser Master Engrave 2 Review","I’m looking to get this but I want to etch clear glass. Does this laser etch glass? Thanks!","@jackiechivell9611","2020-12-21T19:31:35",0,0
"UgzkK3e9glgWhjZWC8J4AaABAg","The Worlds FASTEST Laser Engraver? Laserpecker Pro Review","I pre-cut wooden name tags then take them with laserpecker to flea market and custom print them while customer waits. Quick way to make $3.00.","@shadowliving6858","2020-12-21T16:08:27",11,0
"Ugz3XcQwyFUmINYCpCJ4AaABAg","The Worlds FASTEST Laser Engraver? Laserpecker Pro Review","Finally someone explained g-code. When I use it the picture is stored to my photos on my Mac. Then I can use my Glowforge with the image that has already been converted...COOL!","@shadowliving6858","2020-12-21T16:06:00",3,1
"Ugx3pFXj0nGKOAN1Ce14AaABAg","Is a 40W CO2 Laser Cutter Worth?  OM Tech K40 Review","This one needs tossing int he bin, its digital and a right Pain in the proverbial, best always to buy the analog, drop in a 3d printer board for 35 euros and your have lightburn running, little bit of electrical but any k40 group will explain, you dont need to spebd 250 on a cohesion or mini gerbil they are not worth the money for what the do, the only board worth real money is the VMS and only if you are upgrading the gantry, then you can install the VMS and you can go seriously fast with it, at the same time upgrade the electrics to run a 50 watt tube when you tube dies.","@sitgesvillaapartmentneilsc7924","2020-12-21T14:52:16",1,2
"UgwDmbBlAmv4m1T6RoV4AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","better get the K40, way cheaper, i can install a camera :D and other toys and still cheaper.","@takismail","2020-12-20T08:23:20",0,2
"UgwrQXlMwvGnl8ZieLl4AaABAg","Is Fusion 360 worth learning over Sketchup?","This video shows many fantastic features of fusion 360 as if they were not available in Sketchup, even so, Sketchup 2017 is free to use indefinitely while fusion 360 is not, it comes with a 1 year free trial and is very difficult to reinstall and has limitations on printing models and has a learning curve that may take years.  For most uses  Sketchup fits my needs without all the complicated features.  If you are a professional modeler Fusion 360 may be the way to go for you.  . Also you really need to view this link concerning Fusion 360 https://youtu.be/5EOiuTu14tI","@richardleslie410","2020-12-19T19:27:03",1,0
"UgwNED7ULrCPtGgS6RV4AaABAg","Full Flight of Insta360 Weather Balloon Flight (Plus Fighter Jet Fly By!)","It's like the balloon said 'sorry guys I'm outa here.' What follows is screams of panic.","@66secularist","2020-12-19T01:44:47",2,0
"UgwY55QNsnU_mM1OqOR4AaABAg","Full Flight of Insta360 Weather Balloon Flight (Plus Fighter Jet Fly By!)","Is it's rate of climb constant of become steadily faster or slower?","@66secularist","2020-12-19T00:08:18",0,1
"UgyoHd8xXNySHW11kt94AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","Great videos, I’ve been learning a lot from them, I myself am getting the ortur laser master 2 , I was wondering do you need a high performance laptop to get the most out the laser?","@Shadowman-in9zj","2020-12-18T14:33:43",1,2
"UgyyCTSBFV6BOUY5L0l4AaABAg","What is the Best Laser Cutter and Engraver for You?","Hello, I want to laser cut fabrics. Nothing to large or thick but I have no idea where to start. Any suggestions?","@LiquidstickMan","2020-12-18T04:18:08",0,0
"UgzZ_piHqi_DXdI9CVt4AaABAg","Full Flight of Insta360 Weather Balloon Flight (Plus Fighter Jet Fly By!)","OK, dumb question, where is the camera attached? I can see a line on the right side of the box that fades out. That's all. It's bugging me.","@66secularist","2020-12-18T01:11:43",2,2
"UgwY86uLWNchNY9AcUl4AaABAg","Is this the BEST budget Laser Engraver? Ortur Laser Master Engrave 2 Review","I have the same laser engraver Easy to put togetherLove the way it workedBurned about 8 projects smalleNow the laser engraver goes through the motion but does not burnEmail the gentleman who makes it Feedback Not warrantied So if anybody has any idea what the problem isFeel free to email meHonda Dan 15 @yahoo. comI really would like to get this thing gone again","@danieldevine3416","2020-12-17T21:33:34",0,0
"UgzJlSbV-615rYtqeSB4AaABAg","Welded DIY Metal Bed, This is What I MESSED Up","regards  your brackets... It is always best practice to have the bracket take the load vice the bolt. Stated another way, try not to put the threads in shear.  If your bracket was rotated to the BOTTOM of the setup (instead of on the side), you could utilize the full strength of the metal bracket.","@adamsmith3055","2020-12-17T16:30:34",2,1
"UgwXBxVV0uuYnId2G1p4AaABAg","The Worlds FASTEST Laser Engraver? Laserpecker Pro Review","I have a business and want to put my logo on my bottles would this be a good option or is there a better laser pls help.","@ralphi_x","2020-12-17T11:01:02",2,1
"Ugy7iEhnF3gaCdRprod4AaABAg","Fusion 360 - Did Autodesk just kill the FREE Version?","Great interview with Lars. You asked the most important questions and he answered in a way you would expect, but the confirmation is important.","@FushigiMigi","2020-12-17T01:37:39",0,0
"UgyOaJ6e2hfRn9gqd4B4AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","I was looking at this before i went with omtech. But the website was super irritating and also the fact that you cant find like anything recently on it made me really concerned.","@thenatedog","2020-12-16T00:24:15",3,2
"UgzgKiClnyYTJzn61_14AaABAg","What is the Best Laser Cutter and Engraver for You?","I actually have a CO2 laser that cuts metal. I imported a full size 4x8 table from China. It has two heads. I only paid $8500  The key to being able to cut metal is POWER. You need your laser tube to be rated at 180w (peak) with 150w nominal. So don't only get a 150w tube and think you've got enough power. (Maybe for super thin sheet metal) The way you can find out if the laser you are looking at can even begin to cut metal, is the head. They are significantly more chunky, look industrial. But they are known in the biz as ""Metal/Non-Metal"" heads. That's the phrase you are looking for. My table came with a water chiller, up/down front half table, 2 blower motor fume extractors, extra honeycomb top, rotary attachment and small aquarium pump. But I'm using a silent air compressor, it barely needs any real PSI above 40 anyway. And believe it or not, all of it runs on a 120v. (Even though I just converted the actual table to 220v, so I'm not tripping breakers running the water chiller, blower fans and an air compressor all at once. I had to do the extension cord thing across the shop for awhile to catch different outlets not on the same circuit)  More about the head I use to cut steel with... It can cut up to 4mm mild steel and 3mm stainless. Which is crazy to think about, considering the price point. The other thing you will absolutely need is a bottle of oxygen from a welding supply store. You only need to use that when cutting steel. So it's a minor cost factor even if you are just messing around. The other benefit of that particular head is that it can also cut 1"" thick acrylic, with glassy smooth polished edges. The secondary head I mentioned, I only use really for cutting thin stuff, most mostly engraving. I believe that one is rated at 80w peak.","@EcoMouseChannel","2020-12-16T00:21:41",0,0
"Ugy0-6Lv9d-FBkt5Es94AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","I watch all of your videos and because of you I purchased a muse 3d laser yesterday :)  I am wondering if you ever might be doing a laser cutter giveaway. I have a dear friend in Serbia who is a designer and has been so supportive of me the past several months as I've worked to afford the Muse, but sadly, despite him wanting and needing a lasercutter even more so than me, his financial situation in Serbia has been too disastrous for him to get started. If you ever do any kind of design competition ,or anything that involves winning a laser cutter, no matter how cheap, please let me know!! (I know this message may seem kind of crazy, but I'm just trying to leave no stone unturned. He's given me so much encouragement to get started in this field and it kills me to sense him feeling left behind)","@tommylandrix6070","2020-12-15T23:47:33",1,2
"Ugy62jMGGGKBx9TiM1t4AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","Previous reviews of this type product compared to cheaper Chinese products.  How does this compare to Muse that you previously reviewed and to Digilab which I do not think you reviewed.","@barryccollyer2429","2020-12-15T23:26:53",0,2
"Ugydc6VfKZEO5kL8A-F4AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","whats best for me is an cheap laser that does what the expensive lasers do.  lol","@IronMan-yg4qw","2020-12-15T22:14:01",1,2
"UgwAOLamrrKiRyV91Md4AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","I have a question?  What would be the best option to start creating a home business, to create and sell products?","@adventurermakeyourlifealeg8074","2020-12-15T21:22:51",1,2
"Ugyk4zp2um6I3zfAXZh4AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","What's the cost of a new lens? And a new tube? How easy to change the tube is it? And that chick-fil-a logo was really smokey. Is the water actually chilled? As if not its just going get warm soon. Nice to see its not locked to the web.  4000 dollars (which I translate to about £2988)  For that I got an 80w laser with a 700 x 500mm bed, a real chiller, a powerful compressor for the air assist and had enough left over for lightburn (although I already had that)","@derekwright2388","2020-12-15T16:09:32",2,1
"Ugz_ubN1jC6Fs0O9YSV4AaABAg","The Makeblock Laserbox - Is this the Laser Cutter You've Been Waiting For?","Ok, I was worried, cause I just purchased the desktop muse with a rotary. But this doesn’t look like you can add a rotary to it.","@syris200","2020-12-15T15:05:44",2,8
"UgwXJ1BKueeFDuszHD54AaABAg","The Worlds FASTEST Laser Engraver? Laserpecker Pro Review","What laser do you recommend for someone trying to start a small side business, like to sell custom laser designs on products online or on etsy.  Preferably something under $800, that can do detailed photos possibly.","@runuhway","2020-12-15T07:21:23",2,1
"Ugw4yKP4kN5vlE9eTkl4AaABAg","The Worlds FASTEST Laser Engraver? Laserpecker Pro Review","I would like to know how fine of a line it can make and how detailed of an image it can do.","@philochristos","2020-12-15T03:18:40",1,1
"UgwF0Vik3RGT5Z8wlY14AaABAg","Can I Stain a Maple Butcher Block Countertop?","I got two benches from my work with a butcher block top i m making a bar in my cellar out of them .so I sanded them down so now should I use wood conditioner then stain then high gloss polyurethane?","@ray.a7343","2020-12-12T22:29:18",0,0
"Ugz3uB_-0XQa2kUErDd4AaABAg","What is the Best Laser Cutter and Engraver for You?","it sucks because glowforge is not available on Philippines :3","@patriciadaniellemarasigan6187","2020-12-12T16:10:04",0,0
"Ugxzuw7M_kNU4N6l4md4AaABAg","Fusion 360 - Did Autodesk just kill the FREE Version?","As a long time user of Autodesk software, the company is famous for leaving its customer hanging, changing rules, taking software of the market without notice and so much more, due to its dominance status within the CAD market, they have left dry a couple of times in the past. Using 360 for free is very helpful to a group of us, just don't take anything away from us, specially the axis/milling issue, just a couple of export taken away and just one sheet for drawings, I'll be looking for another option soon, thank you for the video!","@marcoss6212","2020-12-11T09:41:09",6,0
"Ugy-7oZGuypMOyzqFUd4AaABAg","How to make Dovetail Joints in Fusion 360 - Woodworking Joints","Super Helpful tutorial!.. most drawers I've known have a Full tail and a halfpin","@cameronmccutcheon1787","2020-12-11T00:48:04",0,0
"UgzMHL1evpe_7SNdwhB4AaABAg","What is the Best Laser Cutter and Engraver for You?","Okay, I find your video both informative and misleading. you mention the TOP laser engravers, However, you do not mention that they are all ""Hobby Lasers"" and not professional engravers. Nor are any of them ever mentioned in the major trade publications like Engravers Journal.  There you will see article and advertisements for the true top laser engravers. that said I have a big problem with Full Spectrum Laser.  Having done business with both Trotec and Epilog  and having been involved with a number of different types of laser, I find FSL to be the worst company in the business that I know of.  I had a Muse engraver back in 2016. Having had better machines and knowing that the Muse was only a Hobby Laser, I still found it to be a big problem. Files would not load, the Claim that corel draw files were fully compatible a joke. Having a BS in Computer Information Systems (programming major) It was clear the first day that the software had serious flaws. The design part of the software would not even display properly. Some of the tools were partly hidden and there was no way to make them display or usable. The few things that I was able to draw would not save and be available in the main window. The machine itself was flimsy and the cheaply built. Mirrors were not aligned and not easy to align. The claim FSL advertised back in 2016 that the Muse does not need to be connected with the internet to work was a marketing ploy to try to get sales that might have gone to Glowforge. Bottom line here is the claim that the Muse did nt need to be connected to the internet is both true and misleading.  The true part is that the muse can be operated while not connected to the internet. What thye don;t say much about is the fact that you do have to have an internet connection and have the Muse connected to the internet and turned on. FSL sends updates to the Muse all the time. If your machine is not connected it does not receive the updates. History since 2016 has shown that many muse owners that had machines that worked one day found that their Muse would not work at all the next day (After FSL had sent an update).  FSL lies about capabilities of their machines. They advertised that a materials database would be into the Muse. It said that on their web site and I verified it with my salesman before buying. No Muse has ever had the materials database. After I made a fuss on several Facebook forums Full spectrum Laser removed any mention that the Muse was to come with the database.  My first Muse bluescreened the second morning I had it. I let FSL talk me into a replacement machine. Thy lied about that too. First they said that if I would let them send me a replacement machine they would ship it out that same day. And they claimed it would be fully tested and working as advertised. However, that is not what happened at all. FSL waited until my first machine got back to them. Second, the second machine had the exact same problems as the first one. There 30 day 100% refund policy is something they run from. If you call tech support they will try to help you. that is as long as you go along whit what they offer. As soon as you tell them that you want to return your machine for a refund, they stop responding to you completely. Lucky for me I was persistent. I called multiple times a day and send emails several times a day. No response for 8 days. When I did get someone to talk to me he informed me that they would not pay the return shipping. Had I bought a machine and then just decided that I did not want it, that would have been reasonable. However, when you get a machine that clearly has major problems and will not work as advertised they should pay for the return shipping. So I sent the Muse back at a cost to me of $271.73. Then when FSL received the Muse they took more than 30 days before refunding part of my money. Yes, that is correct. They have a restocking fee they take out of your purchase price. Again if i was returning a work machine simply because I did not want it, a restocking fee would be reasonable.  Before I shipped the Muse back I told the at Full Spectrum Laser that I did not think it was right to make the owner of a non working machine be responsible for return shipping and then to add insult to injury charge a restocking fee.  My comments to them were that if they gave me all my money back, I would go away. However, if they did not refund all my money I would make it a point to tell as many people as possible how they do business.  Long story short I lost well over $500 to FLS. The return shipping was $271.73. Then the restocking fee took another $250 of my refund.    The only concession here is I have for my trouble is I did make a fuss on a number of forums. After more than 2 years, I contacted the head guy. we had a phone conversation. At the end of that call FSL did refund my $250 Restocking fee. However, they refused to refund the $271.73 I paid to ship their Muse back to them.  Not to long after returning the Muse I started a fb group called Muse Buyers. There I now have well over 400 members. Some have Muse engravers. Several tried to return their machine for refund. FSL stalled and would not respond to them. once the 30 day refund period ends they will respond but will not take back your machine. To be fair, of the members of my group that own a Muse, a few  have only goo things to say about it. However there are more members that have a Muse that does not work.","@charlesstanley9605","2020-12-10T21:24:15",0,0
"UgypEYOOkKkWhC7GJJ94AaABAg","Fusion 360 - Did Autodesk just kill the FREE Version?","Lol people these days... Complaining about something they benefited from and never had to pay a cent for. You could just pay for it? It's about the cost of a cable bill..","@Foomanlol","2020-12-10T02:47:06",3,1
"UgzRXDSD2I339kJLBkh4AaABAg","The Worlds FASTEST Laser Engraver? Laserpecker Pro Review","Do you think it could “cut through” a piece of denim or cordura like backpack material?  Check Google images for laser cut tactical vest. They laser cut out little slits for pouches etc to be attached to.","@MylesDavid","2020-12-10T00:26:38",2,1
"UgyRuO8ZlHoOSMJHCBB4AaABAg","Designing Furniture with Fusion 360 for Absolute Beginners!","Does anyone have any advice on how to judge what size specific to use for specific parts? When I try to design any woodworking projects I always get stuck on how big certain parts should be without looking weird in IRL.","@lostwithdan4331","2020-12-09T11:02:03",1,0
"UgwthEPpbipehWq0WnV4AaABAg","Does a $200 Laser Engraver Make Sense in Your Shop?","if i want to do more then just flat objects would this or a laserpecker be better. Or object that are bigger then your standard cutting board height wise and how hard is focusing this laser on different sized projects?  maybe a dumb       example would be things from 2x4s then going to a gun barrel something like that","@tobygabbard2393","2020-12-08T01:41:33",0,0
"Ugw0hJx7Dwqj88XicpR4AaABAg","Is a 40W CO2 Laser Cutter Worth?  OM Tech K40 Review","Just FYI, The 10% off coupon link above only is giving 5%.","@JeffMarhenke","2020-12-07T21:23:35",3,1
"UgxlfPGV0gGK2iHvZU54AaABAg","Did I Waste $1500 on a 50W Laser Cutter from China?","Oh my goodness, all that sawdust, on the tray, in the lens, a literal house fire waiting to not be covered by insurance due to these videos. “I don’t know what this part is, haven’t used it”, “it says be careful with the grounding but I just plugged it in and it works” for gods sake man. Water cooled by a Tupperware container with the worlds least effective lid, set directly underneath saws and other woodworking materials, this video reminds me of the building a pc video where that dude just utterly failed, but no one seems to think the same lol","@dgenbraking","2020-12-07T10:23:14",0,1
"UgwMHHCxEfKJIP8r7eV4AaABAg","What is the Best Laser Cutter and Engraver for You?","Me and my wife are thinking to start a business with a laser printer. The idea is to start doing anything that comes to mind that we might think people would love now. On that note, which laser printer would you go for and what else would say we should have in mind such as opening an etsy account? Or is there another website you'd recommend we open an account with? Truly appreciate your feedback in this new journey of ours and I hope to keep you posted along the way. Thank you for such great content.","@3flgator","2020-12-05T14:21:22",1,0
"UgwXO70C49siLf8zdVZ4AaABAg","What can a $300 CNC do? - Ortur Aufero CNC Engraver Review","can you attach different shaped cutting tips? and does it connect to a computer so you can make it engrave your custom designs? thanks","@LG-ro5le","2020-12-05T13:06:48",0,1
"UgwSqUJ86GTbTth_oEp4AaABAg","Did I Waste $1500 on a 50W Laser Cutter from China?","Would love to know what materials and thickness it will cut and engrave .","@candyem6622","2020-12-05T13:03:01",0,0
"Ugx5SSTwcdrnPbIMBFJ4AaABAg","What is the Best Laser Cutter and Engraver for You?","In my research, on paper the muse 3d seemed better than glowforge, especially with the rotary height extender. But the fine print only offers 30 day warranty vs glowforge 1 year. I contacted sales to confirm this. They didn't respond back. Big red flag that lead me to other complaints about service and power supplies blow often. 30 day warranty on new gear for that cash is awful.","@rickspro1271","2020-12-05T05:53:14",7,0
"UgxI05sPCeAiaXRjHJd4AaABAg","Is a Sub $250 CNC worth it?  Alfawise C10 CNC & Laser Review","The single flute V bits are directional! There is gradual clearance on one side, turns clockwise like anything else. Good channel!","@s6p6","2020-12-04T21:04:41",0,0
"UgyFKqB1airylNqhO5Z4AaABAg","Full Flight of Insta360 Weather Balloon Flight (Plus Fighter Jet Fly By!)","Интересно, что когда шар лопнул купол сразу надулся и начал выполнять свою задачу. А если бы не было воздуха то он бы падал вместе с грузом на одной скорости не раскрываясь. Переводить текстбыло не обязательно.","@ДмитрийФедотов-р3п","2020-12-04T07:56:22",0,0
"UgxRiNlWKBx5agRjQ-14AaABAg","Is a Sub $250 CNC worth it?  Alfawise C10 CNC & Laser Review","Buongiorno,sarebbe così gentile da indicarmi i parametri ""$$"" della macchina 3018 utilizzata con lightburn?Mi farebbe una grande gentilezza. Grazie in anticipo","@giuseppeabbondanza5250","2020-12-04T05:53:53",0,0
"UgxVauRFImFqi8HZw-t4AaABAg","What is the Best Laser Cutter and Engraver for You?","Thank you for this short and comprehensive intro to laser cutters. Exactly what I was hoping to find on the web","@vbudico","2020-12-04T00:03:14",2,0
